Geography,ACS2012,ACS2012moe,ACS2017,ACS2017moe
1548,4.6,2.8,1.2,1.2
1549,9.5,4.3,6.4,3.2
1550,13.9,8.2,8.9,5.6
1551,10.9,4.5,13.8,7.3
1571,4.2,4.5,7.3,3.5
1572,2.1,1.6,2.2,2.3
1573,0.4,0.4,2.7,2.2
1574,3.9,2.1,2.3,2.2
1601,0.7,0.8,4.4,4.6
1602,1.5,1.3,5.2,3.6
1611,5.4,4,3,2
1651,4.8,3.8,9.5,5.1
1652,2.1,2.2,3.1,2.4
1653,7.5,6.6,3.6,2.6
1654,4.7,2.9,8.9,4.3
1655,17.4,5.6,11.5,5.5
1656,6.7,3.3,10.2,6.5
1657,5.1,2.9,9.6,5.3
1658.01,15.9,6.7,7.7,3.3
1658.02,2.3,1.9,3.1,2.1
1659,2.2,1.3,7.6,6.9
1660.01,14.7,5.9,10.9,3.6
1660.02,3.3,1.7,2.1,1.3
1671,2.4,1.5,4.2,2.1
1672.01,4.5,3.6,3.9,1.9
1672.02,8,4.3,5.1,2.6
1673,2.3,1.4,1.9,1.5
1701,53.9,13.8,28.2,10.5
1702,41.1,10.9,10.5,4.7
1703,40.3,12.6,21.2,8
1704,5.9,4.6,5.7,2.5
1705,1.7,1.1,4,3.7
1706,7.7,4.2,10.1,5.6
1707,14.6,7,12.8,5.3
1708,14.2,7.8,19.5,8.7
1709,33.2,14.9,9.1,5.5
1710,32.1,8.3,25.2,9.2
1711,8.8,4.1,13.3,9.7
1712,5.1,1.9,4.8,2.7
1713,8,4.6,15.3,6.9
1714,21.3,9.5,16.1,8.4
1715,20.3,8.5,14.9,7.4
1716,10.3,4.9,3.9,2.5
1717,1.9,1.4,4.1,1.9
1751,12.4,9.6,3.9,2.2
1752,14,8.3,12.4,7.2
1753,13.6,5.2,2.7,1.7
1754,7.2,4,5.3,3
1755,3.2,1.9,3.1,2.1
1756,4.2,3.6,3.3,2.1
1757,2.5,1.8,5,3.5
1758,1,0.7,3,2.3
1759,4.5,3.4,2.5,1.7
1760,3.8,2.9,4.7,3.7
1801,10.9,6.2,11,5.8
1802,8.7,5.2,12.5,7.3
1803,19.9,11.2,17.6,9.1
1804,12.6,9.5,2.6,1.7
1805,2.5,1.4,3.8,2.1
1806.01,10.8,4.6,5.1,3.6
1806.02,5.2,3.6,6.5,3.9
1841,7,4.2,5.4,3.1
1842,7.1,3.1,11,5.6
1843,5.4,3.2,4.2,2.8
1844,5.1,2.4,2.8,1.9
1845,8.9,7.5,2.9,3.1
1846,4.3,2.5,1.3,1.1
1847,8.4,5,7.1,3.8
1861,1.3,1,1.9,1.2
1862,2.9,2.2,2.9,2.2
1901,10.9,6.3,6.5,3.8
1902,2.9,2.5,2.1,1.3
1903.01,2.3,1.9,2.5,1.4
1903.02,3.7,1.7,3.6,3.6
1903.03,2.2,2.9,5.4,2.6
1941,2.1,1.3,5.5,2.7
1942.01,3.4,4.5,1.7,1.5
1942.02,1.2,0.9,2.1,1.4
3411,3.8,3,3.6,3.7
3431.01,1.7,0.9,2.8,1.7
3431.02,2.9,2,2.8,2.6
3432,2.5,1.6,0.6,0.5
3433,4.4,2.5,3.6,2
3434,2.3,2.3,0.6,0.6
3441,2.7,1.6,7.5,3.4
3442,2.3,1.9,0.6,1
3451,11.7,6.1,13.7,4.8
3452.01,9.5,4.5,9.7,4.9
3452.02,2.4,1.6,7.1,4.8
3453,9,4.3,6.6,3.7
3454,8.4,4.1,11.7,6.2
3461.01,5.9,4.2,2.8,2.2
3461.02,3,2.2,1,1
3471,2.3,2,1.4,1.1
3472,4.5,2.4,5.8,5.3
3481.11,15.2,12.1,19.8,7.2
3481.22,5.9,6.7,5.6,3.1
3481.23,5.1,3.6,4.4,3.1
3481.24,3.8,2.2,5.6,2.7
3481.25,4.4,3.6,7.5,7
3501,59.2,7.8,57.5,9.2
3502,39,10.4,49.2,12.2
3503,43.1,11.8,42.5,11.1
3504,41,11.4,53.9,9.6
3505,55.6,10.7,43.9,9.5
3508,31.1,8.2,34,8
3509,14,6.5,22.3,11.2
3510,34.1,10.4,12.2,5.1
3511,17.3,5.8,31.2,10.4
3512,39.2,10.3,30.8,6.9
3513,13.3,6.4,12.1,7.1
3514,26.4,7.7,31.5,9.2
3515,13.2,5.5,22.1,8.4
3516.01,24.4,8.4,20.5,7.6
3516.02,10.7,5.9,10.6,6
3517,41.6,10.7,48.9,8.8
3518,9.1,4.2,12.1,5.1
3519,7.9,4.6,11.7,7.7
3520,5.7,3.4,8.3,5.4
3521,12.6,5.5,26.5,7.5
3522,35.6,9.8,35.9,9
3523,18.7,8.6,15.4,6.7
3524,11.5,5.6,25.8,9.4
3525,8.3,3.9,6.5,4.4
3526,10.2,4.8,12.2,7.2
3527.01,12.2,6.2,14.4,5.5
3527.02,12.4,10.2,13.4,8.4
3528,16.2,6.6,20.4,9.3
3611,1.2,0.8,9.4,4.5
3612,3.7,2.3,2.5,1.7
3613,6.1,4.2,2,1.4
3614.01,46,12,42.2,8.5
3614.02,46.8,20.9,14.3,8.9
3615,18.2,6.8,25.6,6.8
9900,-,**,-,**
6501,4.2,2.7,2.2,1
6601.01,2.1,2.4,1.7,1.6
6601.02,4.2,3.7,3.5,1.9
6903,16.7,4.9,30.2,7.8
6904,27.1,11.7,29.2,10.3
6905,41.2,12.2,36.8,10.1
6907,26.5,12.9,9.5,7
6908,15.3,6.8,33.4,9.3
6909,3.8,1.8,10.8,7.5
6933,6.3,4.2,5.2,2.3
6934,6.6,3.2,11.6,4.6
6935,2.9,1.8,5.1,3.9
6936,2.5,2.7,6.6,4.5
6937,6.5,3.7,3.5,3
6952.01,6.7,4.9,8.1,6.2
6952.02,3.8,1.6,6.8,3.8
6961,12,7.7,9.4,3.8
6962,2.6,1.8,2.7,1.8
6963,4.4,2.8,8.8,6.4
6964,17.6,6.3,23.4,10.1
6965,11.3,7.8,14.8,5.4
6966,9,4.6,2.1,1.3
6967,23.2,7.4,27.1,10
6968,30.4,9.4,18.6,7.1
6970,19.6,8.3,15.1,6.2
7001,11.4,4.4,6.5,4.6
7011,3.4,2.9,4.8,2.7
7012,3.2,2.1,5.1,3.4
7021,1.2,0.9,8.1,3.8
7023,12.1,7,4.7,3.6
7024,4.4,2.8,7.3,3.7
7025,21.9,7,23.7,7.2
7026,1.9,1.8,3.1,2.5
7027,10.8,3.6,3.1,1.9
7028,4.2,2.6,17.8,6.8
7029,3.9,1.5,5.8,2.6
7030,3.4,2.8,6.8,3.4
7051.01,7.7,4.9,5.1,2.3
7051.02,5.9,3.2,15.8,5.7
7052,2.9,1.5,6.9,2.7
7053,4,2.7,6.2,2.7
7054,1.8,1.9,4.9,3
7071,5.8,4.2,2.9,2.1
7081,1.4,1.1,6.4,2.8
7091,3.9,2.2,8.2,4.5
7092,15.2,6.7,11.1,8.4
7101,4.7,3,2.5,1.8
7111,7.6,5,10.7,4.5
7121,2.9,1.5,5.6,2.3
7131,4.4,2.7,4.8,2.5
7141.01,6.9,3.7,9,6
7141.03,1.1,1,5.7,4.4
7141.04,2.3,2.4,4.3,2
7151,2.7,1.6,3.8,2.6
7161.01,1.8,1.4,5.4,2.7
7161.02,3.7,2.2,4.3,3.1
8701,4.1,1.7,5.1,3.5
8702,6,3.1,10.2,5.6
8703,26.9,8.9,43.4,9
8705.01,3.4,2.8,6.4,2.6
8705.02,10.5,8.6,5.2,3.4
8707.01,5.1,3.5,2.5,1.4
8707.03,5.4,3.6,5.9,3.9
8707.04,3.8,2.2,5.7,3.9
9800,0,44.4,0,69.9
9901,-,**,-,**
5261.01,0.9,0.8,2.2,1
5261.02,1,1.1,2.1,1.2
5281,4.9,3.6,1.6,1.3
5291,2.1,1.7,3.6,2
5301,11.7,5.7,4.8,3.3
5302,20.8,6.5,15.5,6.6
5303.01,6.6,4,10.2,4.8
5303.02,6.7,4.6,5.1,2.7
5304,6.9,5.1,12.6,5.6
5305,2.3,1.3,2.6,1.7
5306,1.2,0.9,0.9,0.9
5331.01,2.1,1.3,2.2,1.1
5331.02,6,4.5,2.6,2.2
5351,3.4,2.2,2.2,1.3
5352,1.8,1.4,1.6,1.2
5381,-,**,-,**
5382.01,7.3,4,4.5,3.2
5382.02,1.6,1,3,2
8401,18.1,4.9,12.3,4.9
8501,2.9,2.1,3.7,3.3
8502,3.9,2.4,4.2,2.3
8601,3.8,2.2,3.2,2
8811,9.3,3.7,11.2,4.2
8812,35.4,28,56.8,12.7
8813,36.4,6.8,26.6,6.3
8815,9.6,6.3,16,5.6
8901,11.4,4.7,18.7,7.7
8902.01,2.3,1.8,4.1,2.4
8902.02,5.2,2.3,5.1,2.4
8003,40.5,7.8,36.6,9.8
8004,12.7,5.6,12.5,4
8005,17.3,5.8,17.6,5.1
8006,37.6,9.8,40.6,9.6
8007,20.6,7.8,25.1,8
8150,4.2,3.1,4.3,2.3
8200,6.5,3.7,3.3,1.7
8250,1.1,0.8,3.4,2
8301,4.2,2.9,12.2,5.6
9001,7.1,3.7,6.6,3.6
9002,7.9,5.5,4.7,2.4
9011,4.7,2.6,6,4.7
9022,5.5,3.3,3,1.4
9025,6.3,5.5,3.9,2.9
9031,18.4,5.5,8.3,3.7
9032,7.8,3.9,7.1,3.7
9041,8.5,3.8,4.1,2.5
9044,10.4,4.4,12,5.3
9045,12.6,5.1,19.7,8.7
9051,10.2,4.7,9.3,4.3
9061,2.9,2.6,3.4,1.8
9071,8.3,4.1,7.1,3.8
9072,9.8,4.9,8.2,3.9
9073,8.2,5.1,7.8,4.2
9081,11.8,6.1,8.2,7.1
