Geography,ACS2012,ACS2012moe,ACS2017,ACS2017moe
1512,5,2.6,3.2,2
1541,16.4,7.1,7.8,4.2
1542,9.3,3.4,8.4,5.9
1545,14.1,4.5,8.1,3.8
1546,7.7,3.4,10.7,3.7
1547,5.4,3.6,2.8,1.7
1548,4.1,1.7,1.8,1.2
1549,12.4,4.6,15.5,9.8
1550,13.1,4.9,4.5,3.1
1551,15,4.7,6.4,4
1571,7.8,4.6,1.6,1.7
1572,2.2,1.3,1.7,1.2
1573,4.8,3.7,2.8,1.9
1574,3.5,2,3.6,1.8
1601,4.5,2.7,2.7,2.3
1602,2.4,1.7,6.5,5.9
1611,4.8,3.2,4.5,2.2
1651,6.7,4.3,2.7,2.3
1652,1.4,1.2,2.2,1.6
1653,5.9,4.3,5.1,3.5
1654,3.5,2.2,0.8,0.9
1655,22.9,5.3,8.4,3.4
1656,5.6,3.8,9.7,5.2
1657,4.3,2.1,6,2.6
1658.01,8.2,4.1,11.4,5.7
1658.02,4.4,1.9,4.4,2.8
1659,3.2,1.4,2.4,2.8
1660.01,4,2.4,3.7,2.8
1660.02,4.8,2.3,2.1,1.3
1671,2.6,1.5,3.3,1.9
1672.01,3.6,2,1.8,1.6
1672.02,6.2,3.2,1.7,1.8
1673,8.9,3.3,3.7,2.7
1701,13.4,5.4,6.8,4.2
1702,10.8,5.8,5.8,4.5
1703,19.5,7.1,8.9,4.4
1704,8.4,3.6,2.4,1.7
1705,6.5,2.8,1.5,1.4
1706,9.7,3.4,7,3.9
1707,12.1,6.2,3.8,3.1
1708,9.9,4.9,5.5,4.1
1709,5.6,4.1,6.5,6.3
1710,14.3,4.9,4.5,2.8
1711,6.7,3.1,8.1,3.6
1712,6,2.4,2.4,1.5
1713,14,6,3.2,2.7
1714,14.7,5.2,6.6,4.3
1715,27,8.8,11.6,5.6
1716,9.7,4.4,4.9,2.8
1717,6.6,3.9,5.8,2.7
1751,7.3,3.2,3.7,2.5
1752,24,10.4,3.9,2.1
1753,6.1,2.2,3.8,1.8
1754,15.1,7,5.4,3.3
1755,1.8,1.4,3.9,2.1
1756,8.5,4.5,1.1,0.7
1757,3.5,2.1,1.4,1.6
1758,2.7,1.7,3.2,1.8
1759,7,2.7,4,3.1
1760,4.1,2.7,1.1,1.6
1801,3.3,1.6,8,4.3
1802,9.9,4.2,13,6.6
1803,15.4,9,3.3,3.3
1804,8.9,6,4.3,2.4
1805,10.3,2.9,3.4,2.8
1806.01,9,4.4,1.9,1.6
1806.02,3.9,2.2,4.9,3.4
1841,11.2,3.7,6.2,3.2
1842,9.6,2.8,6.5,3.7
1843,6.2,3.4,6.8,5.2
1844,5.9,3.1,0.3,0.5
1845,3.5,2.4,3.1,2.3
1846,1.7,1.1,2.7,2.1
1847,6.2,2.9,3,2.5
1861,3.3,1.5,1,1
1862,2.6,1.9,1,1.1
1901,6.9,4.3,1.6,1.4
1902,1.8,1.4,3.2,2.7
1903.01,3.9,2,0.5,0.6
1903.02,2.2,1.3,3.9,4.7
1903.03,4,2.5,1.1,1.1
1941,3.5,1.7,2.3,2.3
1942.01,2.6,1.4,1.3,1
1942.02,1.4,1.2,1.6,1.1
3411,3.3,2,5.3,3.4
3431.01,1.4,1,2.2,1.3
3431.02,5.2,2.9,6.1,3.9
3432,7.5,5.7,3.2,1.9
3433,2.9,1.9,0.7,1.1
3434,5,3.4,3.9,3
3441,5.7,2.4,4.6,2.9
3442,6.7,4.2,1.8,1.4
3451,9.2,3.7,11.6,4.5
3452.01,15.2,5.5,1.8,1.7
3452.02,6.1,2.5,4.8,2.6
3453,6.4,3.1,8.9,5
3454,9.6,3.9,4.3,2.3
3461.01,3.7,1.8,4.4,2.8
3461.02,6.2,2.8,3.1,2
3471,5.3,3.9,4.7,3.4
3472,5.3,2.2,2.5,1.5
3481.11,4.3,2.2,2.8,1.8
3481.22,3,2.1,2.8,1.5
3481.23,6.9,3.6,3.7,2.6
3481.24,1,1.5,1.5,1.4
3481.25,1.3,1,0.7,1
3501,10.7,4.9,14.8,4.8
3502,13.4,5.3,16.6,5.9
3503,15.3,6.1,12.4,4.9
3504,15.6,7,17.9,4.9
3505,23.8,8.2,15,5
3508,16.5,6.2,11.9,4.7
3509,18.6,6.8,3.7,2.6
3510,6.7,3.8,5.7,3.3
3511,21.1,7.2,16.9,6.9
3512,18.5,5,8.3,4.1
3513,8.3,4.9,13.8,5.5
3514,16.5,7.7,11.9,5
3515,8.7,3.1,5.3,2.8
3516.01,10.3,4.5,8.4,3.8
3516.02,5.3,3.3,4.4,2.2
3517,15,5.1,8.3,2.8
3518,8.9,3.9,10.9,5
3519,8.1,4,9,4.6
3520,5.1,2.4,4.6,2.2
3521,9.9,4,9.6,5
3522,10.7,4.6,3,2.5
3523,9.7,4,9.7,8.4
3524,13,5.8,14.7,9.9
3525,7.1,2.9,5.1,2.7
3526,9.3,5.1,16.2,9.9
3527.01,16.3,8.3,4.7,3
3527.02,9.2,4.5,14.5,8
3528,11.1,5,6.4,3.4
3611,2,1.4,4.2,2.7
3612,7.7,3.5,2.2,1.6
3613,4.1,3.1,1.7,1.4
3614.01,3.3,1.4,4.7,2.4
3614.02,2.8,2.1,3.7,2.2
3615,11.9,3.7,10.6,4.2
9900,-,**,-,**
6501,8.6,6.7,2.5,1.6
6601.01,6.1,3.1,5.2,5.3
6601.02,4.6,2.3,0.8,0.7
6903,16.4,3.7,7.5,3.6
6904,14.6,7.5,13.6,6.6
6905,19.2,7.7,15.5,6.2
6907,26.8,11.9,9.9,6.3
6908,10.7,4.6,9.8,4.4
6909,9.8,4.5,3.8,2
6933,2.4,1.6,2.5,1.4
6934,4.2,1.9,5.4,2.6
6935,4.7,2.7,3.3,1.6
6936,3.7,3.3,2.7,2
6937,6.8,2.9,5.4,3.4
6952.01,6.3,3.9,6,6
6952.02,8.8,2.6,2.8,2.2
6961,7.3,3.5,5,3.4
6962,10.3,4.3,2.4,1.5
6963,4.4,2.2,4.8,3.1
6964,11,5.2,4.6,1.7
6965,6.7,3.2,8.4,3.7
6966,8.4,3.4,2.8,2.2
6967,9.5,3.7,4.5,3.4
6968,13.2,4.2,8.3,4.2
6970,10.4,5.1,7.2,3
7001,6.7,2.6,2.9,1.3
7011,8.5,3.5,5.4,2.3
7012,2.3,1.4,2.5,1.8
7021,7.5,2.9,2.9,1.5
7023,5.5,4.1,1.8,1.4
7024,11.1,4.3,8,3.6
7025,10.2,4.8,6.9,3.9
7026,2.7,4.3,3.8,3.6
7027,7,3.1,3.3,2.2
7028,8.4,4.8,10.6,5.5
7029,3.2,2,5,3.6
7030,2.9,2.1,4.2,3.7
7051.01,7.1,3.1,3.8,3.1
7051.02,15.8,9,4.3,2.2
7052,3.3,1.3,2.9,1.2
7053,7.3,3.3,0.9,0.8
7054,2.1,1.5,2.7,2.8
7071,8.4,4.3,8.8,3.6
7081,7.6,4.3,5.4,2.8
7091,2.4,1.7,3.1,2.3
7092,8.4,4.2,3.7,2.3
7101,9.9,3.5,1.4,1.5
7111,9,4.3,4.9,2
7121,3.9,2,1.7,0.7
7131,6,2,2.5,1.2
7141.01,12,4.6,1.1,1
7141.03,3,1.7,1.1,0.8
7141.04,4.4,2.6,3.3,1.7
7151,3.1,1.6,6.3,3.5
7161.01,6.3,3.3,1.7,1.3
7161.02,8.4,4.9,3.3,2.7
8701,8.3,3.3,4.6,2.4
8702,6.9,4.1,3,3.2
8703,7.5,3.4,7,2.9
8705.01,5.1,2.6,7.3,3.1
8705.02,14,6.5,5.6,2.4
8707.01,5,3,1.9,1.4
8707.03,2,2.1,3.1,2
8707.04,4.8,2.4,3,1.4
9800,0,50.6,0,79.3
9901,-,**,-,**
5261.01,3.7,1.9,2.2,1.2
5261.02,3.2,1.6,1.9,1.1
5281,4.1,2.9,2,1.5
5291,5.9,2.2,2.7,1.8
5301,6.8,3.4,3.3,1.9
5302,10.1,3.8,10.9,4.4
5303.01,8.4,4.5,9,4.2
5303.02,3.2,1.8,2.1,1.2
5304,4.3,2.5,6.4,4.3
5305,3.4,2.2,3.2,2.3
5306,7.2,3.6,3.4,2.1
5331.01,1.7,0.9,1.8,1.1
5331.02,3.2,2.9,0,0.6
5351,2.7,1.5,1.5,1.4
5352,4.4,2.1,4.6,2.9
5381,-,**,-,**
5382.01,9.4,4.7,2.2,1.5
5382.02,4.8,3.3,5.4,3.2
8401,5,2.3,7.1,4.8
8501,5.4,3.8,3.6,3
8502,8.7,4.4,3.7,3.1
8601,3.2,2.1,1.6,1.3
8811,2.5,1.6,1.1,0.9
8812,2.6,1.3,2.4,0.8
8813,5.3,2.7,2.8,1.7
8815,4.1,2.3,1.4,1.6
8901,11.9,4.5,8.7,4.2
8902.01,4.8,2.6,2.5,1.5
8902.02,6.9,4,5.1,2.6
8003,6.3,3.3,4,1.7
8004,14.6,6.3,8.8,3.8
8005,10,3.9,1.8,1.1
8006,24.7,7.7,16.2,5
8007,9,6,5.6,2.6
8150,10.6,4.2,4.5,2.1
8200,6.7,3.2,4.7,2
8250,8.8,4.7,4.6,2.3
8301,7.2,2.9,4.2,2.4
9001,8.6,4.1,1.4,1.2
9002,7.7,4.3,3.1,1.5
9011,5.2,2.1,2.6,1.8
9022,5.3,2.1,4,2.4
9025,6.8,5.1,2.5,1.9
9031,16.4,5.2,10.1,3.5
9032,8.8,5.3,1.4,1.2
9041,9.3,3.4,6.4,4.9
9044,3.4,2,4.9,2.2
9045,10.4,3.2,3.6,2.9
9051,5,2.3,4.1,2
9061,8.1,3.4,10.6,4.8
9071,8.4,3.1,6.7,2.9
9072,10.5,4.5,4.3,2.8
9073,7.4,4.2,4.2,2.7
9081,13.1,4.9,7.7,3.1
