Geography,ACS2012,ACS2012moe,ACS2017,ACS2017moe
1547,29.3,5.6,29.9,6.3
1548,22.8,4.7,29.5,5.6
1549,19.7,5.4,30.9,7.6
1550,21,7.2,15.4,5.5
1551,25.6,5.5,20.9,6
1571,49.1,6.7,40.9,7
1572,52.6,6,58,7.8
1573,60.1,7.3,62.6,5.5
1574,60.1,5.7,63,3.9
1601,66.9,6,74.5,5
1602,68.5,6.5,64.4,5.9
1611,54.2,5.1,45,5.8
1651,39.3,6.8,39.9,5.4
1652,83.6,5.1,80.6,5.4
1653,63.4,9.6,74.8,8.5
1654,47.8,6.6,57.9,7.4
1655,13.6,4.8,11.3,4
1656,25.2,5.7,30.7,8.4
1657,26.6,6.2,29.2,6.7
1658.01,43,7.6,39.5,8.2
1658.02,39.4,5.8,44.1,7.1
1659,53.8,6.2,51.6,5.7
1660.01,53.7,7.2,51.7,6.6
1660.02,44.1,6.4,50,7.5
1671,57,4.6,56.2,5.3
1672.01,31.3,6.1,34.5,5.8
1672.02,30.8,5,29.9,4.7
1673,28.5,5.3,34.5,5.7
1701,6.1,5.2,9.1,5.3
1702,5.4,3.4,12.5,8.4
1703,6,3.3,11.9,5.1
1704,25.7,8.2,22.2,4.8
1705,27,5.8,28.8,6.5
1706,11.9,5.3,20,5.5
1707,24.3,7.3,28.1,5.4
1708,14.3,4.4,23.4,6.7
1709,7.3,4.6,14.4,6.3
1710,6.6,3.8,17.5,10
1711,17.6,4.5,15.8,4.6
1712,26.7,4.2,32.7,5
1713,18.6,4.8,16.5,4.5
1714,6.5,3.1,15.5,5.3
1715,8.8,5.7,17.1,7.6
1716,26.7,6.3,19,4.6
1717,37.5,5.8,30.6,5.8
1751,48.7,9.3,27.5,6.7
1752,24.5,6.8,31.9,7.6
1753,26,4.6,35.8,6.4
1754,12,3.6,22.9,5.5
1755,38.8,6.3,36,5.1
1756,33,5.4,33.4,3.6
1757,33,5.9,42.4,6.3
1758,47.2,7.6,45.9,4.2
1759,29.3,5.5,34.5,6.9
1760,36.5,6.5,47,5.6
1801,25.6,4.2,24.5,5.3
1802,17.4,6,24.2,5.8
1803,19.6,7,26.2,8.3
1804,18.8,5.1,14.5,4.7
1805,18.7,4.2,27.8,6.8
1806.01,10.5,3.5,16.6,5
1806.02,18.4,5,27.3,6
1841,37.1,5.5,30.2,5.4
1842,37.9,5.8,35.9,5.6
1843,40.1,6.2,49.4,8.3
1844,51.7,6.9,49.7,5.9
1845,39.5,7.1,47.3,5.8
1846,63.1,6.4,61.4,6.2
1847,38.4,6.3,38.1,6.7
1861,38.4,5.3,35.1,5.7
1862,37.6,5.1,30.4,5.3
1901,46.2,7,55.3,5.6
1902,65,6.5,68,5.3
1903.01,53.4,6.8,63.4,6
1903.02,56.4,6.1,56.6,6.4
1903.03,50.9,6,58.3,6.2
1941,66.2,4.9,59.1,6
1942.01,61,4.8,64.1,5.6
1942.02,67.1,4.6,68.6,5.3
3411,31.2,5.3,30.3,6.4
3431.01,37.7,4.6,44.3,4.7
3431.02,50.7,5.9,56.2,6.2
3432,51,7.1,48.2,6.5
3433,52.9,5.6,59.5,5.3
3434,56.4,6,57.8,5.3
3441,42.8,5.6,50,5.5
3442,54.5,8.6,65.3,5.7
3451,24,6.3,22.1,6.1
3452.01,18.7,5.6,26.2,7
3452.02,22.2,5.1,27.3,6.1
3453,18.6,5.4,32.8,9
3454,26.8,5.6,29.8,5.7
3461.01,40.8,6.4,41,6.1
3461.02,40.3,6.3,32.6,5.8
3471,35.2,4.8,40.5,6.4
3472,28.6,5.2,33.5,5.6
3481.11,42.1,8.2,36.1,6.3
3481.22,52.3,5.6,55.5,6.4
3481.23,48.4,7.2,60.6,7.6
3481.24,43.2,8.6,44.9,5.5
3481.25,36.1,4.8,49.3,5.9
3501,9.6,4.4,8.1,4.2
3502,8.4,5.4,4.8,2.9
3503,3.7,3.2,5.5,3.7
3504,9.7,5.5,7.3,3.7
3505,6.8,3.8,9.3,4.6
3508,19.3,6.3,11,2.9
3509,16.8,4.7,34.6,6.1
3510,12.1,4.3,20.8,6.5
3511,11.7,4.5,7.9,3.6
3512,5.9,3.8,6.7,3.3
3513,14,5.1,12,5.1
3514,13.4,7.6,13.7,5.5
3515,10.9,3.3,11.9,3.6
3516.01,21.5,5.7,14.5,5.8
3516.02,20.1,5.7,27.8,6.5
3517,7.2,4,10.7,5
3518,21.4,5.1,27.3,6
3519,31.5,5.6,42.5,7.8
3520,33.6,5.8,34,5.1
3521,18.3,5.4,14,3.9
3522,8.7,5,7.1,3.4
3523,8.8,4,10.8,5.1
3524,17.9,6,10.2,5
3525,17.4,5,14,5.4
3526,16,4.4,13.9,4.6
3527.01,22.3,6.7,16.7,5.4
3527.02,19.5,6,10.8,4.3
3528,27.6,6.7,24.7,6.8
3611,33.9,5.7,31.6,5.9
3612,19.7,4.4,29.2,6.1
3613,17.7,4.3,25.7,4.7
3614.01,74.8,7.8,75.4,6.3
3614.02,85.1,14.4,80,11.9
3615,15.8,6.2,19.7,5.4
9900,-,**,-,**
6501,60.1,5.2,59.9,6.2
6601.01,54.1,5.7,54.2,5.5
6601.02,54.3,5.9,54.3,5.4
6903,11.7,3.2,16.4,4.4
6904,7.2,4.2,17.1,4.9
6905,16.6,5.8,21.2,5.8
6907,21.9,6.9,15.9,9.8
6908,19.7,6.2,20.1,4.9
6909,43.2,6.4,48.3,7.1
6933,34.7,5.5,40.9,6.6
6934,24.8,4.3,26.9,5.3
6935,51.8,6,45.2,5.1
6936,41,10.7,40.6,6.4
6937,34,6.3,39.1,6
6952.01,24.9,4.9,26.5,5.9
6952.02,22.3,4.7,23,5.4
6961,15,4.6,15,6.1
6962,28.6,5.3,24.5,7
6963,37.1,6.5,34.4,7.7
6964,11.5,4.7,7.7,4.5
6965,34.4,7.9,32.5,6.1
6966,27.3,5.6,23.9,4.9
6967,14.7,4.6,14.6,6
6968,13,4.5,11.4,4
6970,15.2,5.3,18.8,5.9
7001,19.6,4.5,22.8,4.1
7011,28.5,5.5,39,4.5
7012,47.1,5.5,40.9,6.4
7021,37,4.8,39.4,5
7023,33.1,8.3,28.7,5.3
7024,35.7,6.5,31.9,7.4
7025,13.5,4.6,20.1,7.1
7026,48.5,9.2,45.7,7.9
7027,21.5,4.6,32.9,6.8
7028,23.1,6,26.2,5.4
7029,58.1,4.9,59.2,6
7030,53.3,5.9,67,4.9
7051.01,36.3,7,43.1,5.9
7051.02,30.4,5.8,34.7,5.1
7052,59.6,4.3,57.2,4.5
7053,55.7,5.2,59.2,5.1
7054,46.3,8,45.6,6.7
7071,44.2,6.4,30.3,6.4
7081,20.3,4.2,19.2,4.1
7091,24.2,5.7,22.3,4.7
7092,11.1,4.6,16.9,5.2
7101,23,5.2,19.9,3.5
7111,25.3,6.5,20.1,4.5
7121,27.4,4,26.3,3.4
7131,21.8,4.1,29.5,4.8
7141.01,26.1,5.6,27.2,5.3
7141.03,45.5,5,44.7,5.9
7141.04,39.7,6.4,35.1,5.3
7151,43.3,5.7,44.5,5.7
7161.01,26,3.7,33.3,4.4
7161.02,47.7,6.4,47.2,6
8701,33.7,5.3,41.3,5.4
8702,28.7,6.1,27.1,7.9
8703,18.4,6.9,22,6
8705.01,15.1,4.3,20.9,4.9
8705.02,9.8,4,13,3
8707.01,45.4,7.7,50.3,6.4
8707.03,40.3,9.1,51.4,6.2
8707.04,43.1,6.4,50.5,6.2
9800,32.9,14.5,27.7,13
9901,-,**,-,**
5261.01,55.2,7.6,53.1,6.1
5261.02,44.4,5.7,46.8,5.3
5281,36.1,7,43.6,6.5
5291,39.8,5.1,48.7,4.5
5301,21.1,6.2,25.3,6.9
5302,23,5.3,19.7,4.8
5303.01,22,4.8,31.8,5.6
5303.02,41.2,5.8,44.7,6.6
5304,38.6,6.1,32.7,6.5
5305,41.5,6.5,37.8,6.1
5306,41.5,7,49.9,7.1
5331.01,45.1,4.5,44.1,4.9
5331.02,47.6,6.3,47,6.5
5351,40.6,5.3,50,5.1
5352,32.9,4.4,40.4,5.8
5381,3.4,3.2,4.4,3
5382.01,25.9,4.3,40.7,5.1
5382.02,44.6,5.7,37.3,4.8
8401,40.9,6.5,32.2,5.9
8501,41.3,6.1,38.6,6.5
8502,27.2,5.7,40.7,6
8601,40.3,5.9,43.7,5.9
8811,65.6,5.6,60.6,5.1
8812,52.8,30.8,32.6,21.9
8813,35.1,7.2,52.2,8.8
8815,44.6,8,50.9,7.1
8901,18.1,4.7,19.6,5.7
8902.01,24.6,7.7,27.7,5.1
8902.02,19.8,5.1,21.7,5
8003,17.8,5.7,18.6,5.3
8004,14.5,5.5,20.9,4.6
8005,16,4.4,23,4.9
8006,13.2,5.2,12.6,4.3
8007,32.6,7.8,19.5,6.2
8150,28.1,6,24.7,4.6
8200,37.5,5.8,28.7,4.7
8250,22.6,5.7,29.2,6.5
8301,41.2,6.2,35.7,5.6
9001,23.2,5.4,28.5,5.3
9002,21.4,4.7,24.4,7.4
9011,38.4,5.1,41,5.3
9022,33.9,5.8,33.4,5
9025,37.1,6.8,44.1,5.2
9031,14.8,5.1,20.3,5.1
9032,27.8,4.8,34.2,4.9
9041,19.6,4.4,22.3,5.3
9044,17.5,5,23.9,5.3
9045,19,5.1,21.5,5.8
9051,22.5,4.5,27.5,4.5
9061,20.2,5.3,21.6,4.2
9071,9.5,3.4,10.6,3
9072,13.8,4.5,13.8,4.8
9073,13.5,4,17.5,6.5
9081,14.3,5.1,14.7,4.9
