Geography,ACS2012,ACS2012moe,ACS2017,ACS2017moe
6905,168100,132154,159500,23697
6907,154900,20747,150700,33782
6908,185700,13338,169300,15199
6909,259700,12418,224500,20067
6933,293700,24434,254000,20772
6934,226100,14371,206200,21749
6935,367900,23674,337300,30348
6936,260300,22194,235200,12609
6937,281200,12546,246800,12977
6952.01,245700,12093,191000,9338
6952.02,235200,13009,209300,15350
6961,185900,24745,151700,49741
6962,219200,11397,190200,11889
6963,246400,18956,247900,35389
6964,122900,22401,152400,18582
6965,223300,20961,177900,20350
6966,205500,12819,166800,13500
6967,181400,15550,149700,30274
6968,209900,25416,130800,29530
6970,174600,14229,159400,10094
7001,291300,19630,242800,18425
7011,267200,13284,231900,11503
7012,254300,14530,241400,13768
7021,240500,10266,231100,13568
7023,233300,30482,222000,19108
7024,221800,11165,192200,17402
7025,214000,40324,180100,13843
7026,336400,76357,296300,29822
7027,160500,18525,116400,31255
7028,240500,24431,224800,22714
7029,513700,67168,576400,43678
7030,361200,22560,394600,20801
7051.01,299100,23508,278500,18755
7051.02,284400,24021,247300,18851
7052,492300,55104,439700,52802
7053,476100,61050,407500,38770
7054,326600,51733,302800,38772
7071,300900,26929,278100,15261
7081,245500,14635,227400,16798
7091,241900,18498,234000,20348
7092,192100,17708,156300,10280
7101,247800,16203,227100,15356
7111,230000,25391,217100,20503
7121,264400,13063,238000,13006
7131,262400,15676,225900,15868
7141.01,233900,10654,197100,10582
7141.03,302000,16775,276300,13916
7141.04,278300,15738,266500,12394
7151,314200,25435,270400,12019
7161.01,282200,12686,254500,15692
7161.02,362100,23070,340300,19330
8701,265900,18397,254900,15567
8702,207700,40352,207800,15876
8703,180700,15876,141900,13071
8705.01,212900,18770,177900,16124
8705.02,191300,23104,172700,16292
8707.01,340500,27749,311600,16484
8707.03,339600,24056,319300,24050
8707.04,322400,31329,297200,18562
9800,-,**,-,**
9901,-,**,-,**
5261.01,340200,16490,318700,15703
5261.02,314800,16143,289600,21317
5281,302500,29645,277100,13773
5291,287300,14598,288200,12574
5301,188800,11362,179000,22878
5302,199400,12373,175500,13047
5303.01,176800,12853,169600,8760
5303.02,234000,13138,224600,13698
5304,196900,20104,200400,21059
5305,240500,10278,232900,13197
5306,274300,14390,274100,18598
5331.01,297400,16139,299500,17486
5331.02,262700,18707,261100,26593
5351,280800,10614,265000,27727
5352,264900,11149,237100,13879
5381,-,**,-,**
5382.01,319900,13960,288200,13481
5382.02,331700,17142,334300,18701
8401,239400,11791,219600,18014
8501,277400,16948,243000,19360
8502,251300,19787,244000,27063
8601,279200,15904,243300,10353
8811,259800,16097,254800,16216
8812,434600,52391,232100,88914
8813,227100,15163,184700,39895
8815,266900,24216,224000,18394
8901,171600,7888,142300,13559
8902.01,241500,26403,243200,20893
8902.02,238800,23912,203900,21024
8003,166700,13196,154800,9373
8004,170500,7990,132400,6475
8005,185400,11843,182900,13808
8006,135200,21706,97800,9138
8007,170500,10686,156800,17716
8150,230800,16880,195300,12910
8200,260900,12583,226500,10724
8250,252700,18522,242400,19247
8301,256800,18227,240000,18843
9001,219900,10500,237300,25919
9002,213100,31752,180400,14905
9011,273800,24496,247500,14279
9022,262900,12964,253100,12668
9025,311500,30377,268300,19787
9031,181800,21198,164800,9783
9032,236100,13105,236100,13229
9041,227400,14352,199200,17249
9044,189200,23914,185800,12161
9045,182500,11025,164200,15343
9051,248900,14783,223400,12873
9061,249900,16466,220000,14917
9071,190600,12507,169700,5888
9072,207000,14305,172900,10015
9073,189600,12017,171100,11971
9081,243700,21443,207000,19354
